Username,Date,Reviews,Rating
mcmme,7/25/2024 3:35,"Best Feature:long battery life
Performance:very smooth
Product Quality:high

I have been using it for 4 days - received at 79% and today it’s down to 38% which is good for its functionality. Very sleek design and the wrist movement doesn’t feel heavy. Anyways, I don’t regret buying it - been praying for an iwatch since last year and this is a blessing to have a fraction of its price and the perks are even more impressive.

Thank you so much Seller and the delivery was smooth as well. I thought it’s preordered and was dated to be delivered on August 2. I ordered last July 18 and received it by July 22.
https://cf.shopee.vn/file/ph-11134103-7r98u-ly4lhgvn20rpfb
https://cf.shopee.vn/file/ph-11134103-7r98s-ly4lhgvnhh0l63
https://cf.shopee.vn/file/ph-11134103-7r98p-ly4lhgvnwx352e
https://cf.shopee.vn/file/ph-11134103-7r98q-ly4lhgvn20ld23
https://cf.shopee.vn/file/ph-11134103-7r98u-ly4lhgvnhgu93f
https://cf.shopee.vn/file/ph-11134103-7r98u-ly4lhgvn20rpfb
https://cf.shopee.vn/file/ph-11134103-7r98s-ly4lhgvnhh0l63
https://cf.shopee.vn/file/ph-11134103-7r98p-ly4lhgvnwx352e
https://cf.shopee.vn/file/ph-11134103-7r98q-ly4lhgvn20ld23
https://cf.shopee.vn/file/ph-11134103-7r98u-ly4lhgvnhgu93f",5
krixan,7/28/2024 4:01,"Super nice and advanced. Ang ganda talaga. It's worth every penny. I am so inlove with huawei watches & bands kasi pang matagalan talaga. I have my band4 w/c I bought wala pang pandemic, hanggang ngaun buhay pa. Thank you.
https://cf.shopee.vn/file/ph-11134103-7r98u-ly8we5bit9buee
https://cf.shopee.vn/file/ph-11134103-7r98q-ly8wonseku7y4a
https://cf.shopee.vn/file/ph-11134103-7r98w-ly8woqo6cz224c
https://cf.shopee.vn/file/ph-11134103-7r98v-ly8wowaq4kqmff
https://cf.shopee.vn/file/ph-11134103-7r98u-ly8we5bit9buee
https://cf.shopee.vn/file/ph-11134103-7r98q-ly8wonseku7y4a
https://cf.shopee.vn/file/ph-11134103-7r98w-ly8woqo6cz224c
https://cf.shopee.vn/file/ph-11134103-7r98v-ly8wowaq4kqmff",5
rkrtrading23,8/1/2024 6:22,"Product Quality:10/10
Performance:10/10
Best Feature:10/10

Muntik na ko bumili ng apple watch se 2nd gen pero buti na lang nakita ko to. Bang for the buck! At ang kunat ng battery
https://cf.shopee.vn/file/ph-11134103-7r98z-lyer9tr0gd4qfb
https://cf.shopee.vn/file/ph-11134103-7r98y-lyer9tr0dkam5c
https://cf.shopee.vn/file/ph-11134103-7r98z-lyer9tr0gd4qfb
https://cf.shopee.vn/file/ph-11134103-7r98y-lyer9tr0dkam5c",5
m*****e,8/2/2024 9:46,"Best Feature:okay goods
Performance:goods

Super okay goods tagal malowbat okay na okay legit thank you seller dahil safe nareceive kahit wlaang add’l cost for safe handling.
https://cf.shopee.vn/file/ph-11134103-7r98t-lygdze1qr8xqc1
https://cf.shopee.vn/file/ph-11134103-7r98u-lygdze1qsni67e
https://cf.shopee.vn/file/ph-11134103-7r98u-lygdznf4m22m88
https://cf.shopee.vn/file/ph-11134103-7r98p-lyge013mlc3e1e
https://cf.shopee.vn/file/ph-11134103-7r98t-lygdze1qr8xqc1
https://cf.shopee.vn/file/ph-11134103-7r98u-lygdze1qsni67e
https://cf.shopee.vn/file/ph-11134103-7r98u-lygdznf4m22m88
https://cf.shopee.vn/file/ph-11134103-7r98p-lyge013mlc3e1e",5
r*****n,8/6/2024 9:49,"Product Quality:Durable aluminum
Performance:Great, mostly accurate
Best Feature:calories burned, AI workout companion and music stand alone, has loud speaker, amoled display

Very nice, I have cheaper old watch but doesnt give me accurate results, so i try expensive watch and huawei fit 3 came. I do research first between this and amazfit active, but the reviews says the huawei watch is much more accurate and also on apple watch. Innovative tlga ang huawei sa gadgets nila, thumbs up huawei.
https://cf.shopee.vn/file/ph-11134103-7r98q-lym36ddk13zu47
https://cf.shopee.vn/file/ph-11134103-7r98o-lym36de40aref2
https://cf.shopee.vn/file/ph-11134103-7r98r-lym36dedzwfya2
https://cf.shopee.vn/file/ph-11134103-7r98z-lym36ddk14am1c
https://cf.shopee.vn/file/ph-11134103-7r98p-lym36dda1iwu8a
https://cf.shopee.vn/file/ph-11134103-7r98q-lym36ddk13zu47
https://cf.shopee.vn/file/ph-11134103-7r98o-lym36de40aref2
https://cf.shopee.vn/file/ph-11134103-7r98r-lym36dedzwfya2
https://cf.shopee.vn/file/ph-11134103-7r98z-lym36ddk14am1c
https://cf.shopee.vn/file/ph-11134103-7r98p-lym36dda1iwu8a",5
d*****5,8/12/2024 15:51,"Performance:amazing!
Product Quality:superb!!
Best Feature:looks good and good battery!

Received this last August 2 and tried it for days before rating. I can definitely say that this is a good smart watch! Totally competitive with regards to its looks, comfortable to wear, features, and most especially the battery life! One full charge can really last upto a week even with most or all of the automatic features are on. Really is a game changer in the smart watch market. Thank you so much for shipping this safely and correctly, Huawei!
https://cf.shopee.vn/file/ph-11134103-7r98y-lyv0r2qq8m4ea1
https://cf.shopee.vn/file/ph-11134103-7r992-lyv0r2qq8ltm47
https://cf.shopee.vn/file/ph-11134103-7r98z-lyv0r2qqo22i10
https://cf.shopee.vn/file/ph-11134103-7r98s-lyv0r2qqo2dab6
https://cf.shopee.vn/file/ph-11134103-7r98y-lyv0r2qq8m4ea1
https://cf.shopee.vn/file/ph-11134103-7r992-lyv0r2qq8ltm47
https://cf.shopee.vn/file/ph-11134103-7r98z-lyv0r2qqo22i10
https://cf.shopee.vn/file/ph-11134103-7r98s-lyv0r2qqo2dab6",5
m*****.,8/13/2024 3:56,"Best Feature:Perfect smartwatch
Performance:?????
Product Quality:100%

I’ve tested my fair share of Huawei smartwatches, and while they come in all different price ranges, the one common trait among them was that they all resembled classic wristwatches with a circular design and raised bezel. Not the Huawei Watch Fit 3, which from afar (and maybe even up close), looks like an Apple Watch.
https://cf.shopee.vn/file/ph-11134103-7r98w-lyvql6iauari69
https://cf.shopee.vn/file/ph-11134103-7r98w-lyvql6iauari69",5
manu.ginobili,8/14/2024 5:59,"Performance:high performance
Product Quality:the product quality is the best
Best Feature:looks like an apple

Thank you seller for this item .it's wonderful and the use of this watch is superb.  This is awesome hope it will last . The best for calculation in work outs.
https://cf.shopee.vn/file/ph-11134103-7r991-lyxah1tym3qye0
https://cf.shopee.vn/file/ph-11134103-7r98s-lyxah1tynibeed
https://cf.shopee.vn/file/ph-11134103-7r991-lyxah1tym3qye0
https://cf.shopee.vn/file/ph-11134103-7r98s-lyxah1tynibeed",5
laicel_ac,8/14/2024 7:35,"Salamat seller, Shopee, courier, and rider. Packed well and in very good condition dumating. Best quality. Matagal ma-low batt. 73% upon unboxing noong Lunes at since hindi ko pa na-charge dahil 48% pa ngayon kahit connected sa phone during day time.
https://cf.shopee.vn/file/ph-11134103-7r98x-lyxdy60gv05645
https://cf.shopee.vn/file/ph-11134103-7r98y-lyxdy60gwf0e3e
https://cf.shopee.vn/file/ph-11134103-7r98p-lyxdy61ktdz2f6
https://cf.shopee.vn/file/ph-11134103-7r98x-lyxdy60gv05645
https://cf.shopee.vn/file/ph-11134103-7r98y-lyxdy60gwf0e3e
https://cf.shopee.vn/file/ph-11134103-7r98p-lyxdy61ktdz2f6",5
lonokx33,8/18/2024 12:00,"Best Feature:health feature
Performance:long lasting battery life
Product Quality:looks durable

Ang ganda ng watch na to dinaig pa ang apple watch ang daming health feature and accurate tlga siya, sana tumagal gaya ng mga apple watches 

Salamat shopee and Huaweii philippines

Salamat din kuya rider for safety delivery ??
https://cf.shopee.vn/file/ph-11134103-7r992-lz3cykovy9a25f
https://cf.shopee.vn/file/ph-11134103-7r98x-lz3cykovit1677
https://cf.shopee.vn/file/ph-11134103-7r98t-lz3cykovherif5
https://cf.shopee.vn/file/ph-11134103-7r992-lz3cykovy9a25f
https://cf.shopee.vn/file/ph-11134103-7r98x-lz3cykovit1677
https://cf.shopee.vn/file/ph-11134103-7r98t-lz3cykovherif5",5
p*****r,8/20/2024 14:11,"Performance:good
Product Quality:good
Best Feature:easy access

I really like the color of the wrist band, it looks exactly the same as shown in the picture! I love the accessibility of the watch too, it's smooth and easy to use especially for first timers! The wrist band is also so soft and easy to wear. This smart watch is definitely recommended for daily use! Thank you seller!
https://cf.shopee.vn/file/ph-11134103-7r98y-lz6caegiqs1meb
https://cf.shopee.vn/file/ph-11134103-7r98y-lz6caegiqs1meb",5
p*****m,9/6/2024 6:17,"Best Feature:Pretty looking
Performance:Very nice
Product Quality:Good

I love the overall look of the watch. Very sleek and beautiful. I can now easily track my health and my fitness activity. I am more motivated to do my fitness activity cause I can immediately track my progress. Thank you for this great item. Satisfied customer here. Worth recommending to a friend. ????
https://cf.shopee.vn/file/ph-11134103-7r98o-lzu4qfb99nge49
https://cf.shopee.vn/file/ph-11134103-7r98u-lzu4qfb9b20u89
https://cf.shopee.vn/file/ph-11134103-7r98z-lzu4qfb9cgla87
https://cf.shopee.vn/file/ph-11134103-7r98t-lzu4qfb9dv5qd3
https://cf.shopee.vn/file/ph-11134103-7r98o-lzu4qfb99nge49
https://cf.shopee.vn/file/ph-11134103-7r98u-lzu4qfb9b20u89
https://cf.shopee.vn/file/ph-11134103-7r98z-lzu4qfb9cgla87
https://cf.shopee.vn/file/ph-11134103-7r98t-lzu4qfb9dv5qd3",5
justbuyer22,9/7/2024 14:05,"Performance:ok na ok
Best Feature:battery/ ios android
Product Quality:good

Ang ganda po..ang tagal ko gusto makabili sa huawei ng watch kaya lang gusto ko yung ganito na square kaya pagkakita ko sa wall ko shopee napa co na ko.. saka yung battery din nya kaya ko gusto yung huawei ilan days bago malowbat ang battery.
https://cf.shopee.vn/file/ph-11134103-7r98u-lzw0pu1xokfu48
https://cf.shopee.vn/file/ph-11134103-7r98o-lzw0pu1xn6662b
https://cf.shopee.vn/file/ph-11134103-7r98u-lzw0upqgjzsub7
https://cf.shopee.vn/file/ph-11134103-7r98u-lzw0pu1xokfu48
https://cf.shopee.vn/file/ph-11134103-7r98o-lzw0pu1xn6662b
https://cf.shopee.vn/file/ph-11134103-7r98u-lzw0upqgjzsub7",5
s*****s,9/8/2024 9:42,"Product Quality:chic ??
Best Feature:the design is very lit!!!
Performance:works well. Still

Birthday gift for me. ?? worth it! Kaya bumili kana. Minsan lang gumastos sa self. Piliin mo din maging masaya paminsan. ??
https://cf.shopee.vn/file/ph-11134103-7r98p-lzx6tchtyy62c0
https://cf.shopee.vn/file/ph-11134103-7r990-lzx6tchueeeyfc
https://cf.shopee.vn/file/ph-11134103-7r98u-lzx6tchtyygu56
https://cf.shopee.vn/file/ph-11134103-7r98p-lzx6tchtyy62c0
https://cf.shopee.vn/file/ph-11134103-7r990-lzx6tchueeeyfc
https://cf.shopee.vn/file/ph-11134103-7r98u-lzx6tchtyygu56",5
m*****i,9/10/2024 2:16,"Got this for only 5,300+ and i have no regrets of buying this! ? 64% charged nung nareceive ko after 4 days 19% nalang dun ko pa lang chinarge. Natutuwa ako sa pag monitor ng heart rate ko and accuracy nung sleep duration ko with analysis pa. Even the cycle of menstruation meron din tracker. Worth the budol talaga! Sadly, ako lang ata hindi nabigyan ng freebies huhu lahat ng nakita kong reviews here and on tiktok may freebies eh. Anw, thank you seller ????
https://cf.shopee.vn/file/ph-11134103-7r990-lzzlbfa5nke68d
https://cf.shopee.vn/file/ph-11134103-7r990-lzzlbfa5845ac1
https://cf.shopee.vn/file/ph-11134103-7r98t-lzzlbfa5f4oq24
https://cf.shopee.vn/file/ph-11134103-7r98u-lzzlbfa583ui25
https://cf.shopee.vn/file/ph-11134103-7r990-lzzlbfa5nke68d
https://cf.shopee.vn/file/ph-11134103-7r990-lzzlbfa5845ac1
https://cf.shopee.vn/file/ph-11134103-7r98t-lzzlbfa5f4oq24
https://cf.shopee.vn/file/ph-11134103-7r98u-lzzlbfa583ui25",5
p*****y,9/11/2024 10:19,"Product Quality:Sobrang ganda

Sobrang ganda talaga ng design nito compared sa ibang brand. Nahirapan lang akong i-pair nung una sa iphone kasi lagi lang loading pero nagawan naman ng paraan. In terms of delivery, mabilis lang at nadeliver agad after 2 days. Sobrang satisfied ako sa smartwatch na to. :)
https://cf.shopee.vn/file/ph-11134103-7r98v-m01ifvgtp1tad2
https://cf.shopee.vn/file/ph-11134103-7r991-m01ifvgtm8ecf6
https://cf.shopee.vn/file/ph-11134103-7r98s-m01ifvho1vd0e4
https://cf.shopee.vn/file/ph-11134103-7r98x-m01ifvhnmf4440
https://cf.shopee.vn/file/ph-11134103-7r98v-m01ifvgtp1tad2
https://cf.shopee.vn/file/ph-11134103-7r991-m01ifvgtm8ecf6
https://cf.shopee.vn/file/ph-11134103-7r98s-m01ifvho1vd0e4
https://cf.shopee.vn/file/ph-11134103-7r98x-m01ifvhnmf4440",5
jenny17,9/11/2024 18:22,"Product Quality:10/10
Best Feature:10/10
Performance:10/10

First order sa HUAWEI at Hindi ako napahiya Napaka Ganda.. expected ko matagal sya dadating pero 2 days lang nandto na.. thank you seller smooth transaction.. love it my new HUAWEI watch ..
https://cf.shopee.vn/file/ph-11134103-7r98u-m01zhwhflo90c4
https://cf.shopee.vn/file/ph-11134103-7r98u-m01zhwhfpw8e82
https://cf.shopee.vn/file/ph-11134103-7r98r-m01zhwhpmo782c
https://cf.shopee.vn/file/ph-11134103-7r98u-m01zhwhflo90c4
https://cf.shopee.vn/file/ph-11134103-7r98u-m01zhwhfpw8e82
https://cf.shopee.vn/file/ph-11134103-7r98r-m01zhwhpmo782c",5
raindagohoy,9/12/2024 14:05,"Performance:Great
Product Quality:Great
Best Feature:Great

I super like it ??. Napakaclassy ng design, I like the new features from fit 2. Thank you so much at napakabilis din na deliver.
https://cf.shopee.vn/file/ph-11134103-7r98o-m035wv4eq9l00d
https://cf.shopee.vn/file/ph-11134103-7r98o-m035wv4eq9l00d",5
g*****a,10/1/2024 15:03,"Best Feature:??????????
Product Quality:superb!
Performance:great

Great value for money! Happy with this purchase. I can now track my running,  AND calories to stay fit. Thank you Huawei. :) also, item is well packed, and i’m impressed with the fast delivery given that I’m in Mindanao.
https://cf.shopee.vn/file/ph-11134103-7rasc-m0ubzgab6xacaa
https://cf.shopee.vn/file/ph-11134103-7rasd-m0ubzgab6xke69
https://cf.shopee.vn/file/ph-11134103-7rasc-m0ubzgab6xacaa
https://cf.shopee.vn/file/ph-11134103-7rasd-m0ubzgab6xke69",5
m*****_,10/3/2024 13:04,"Best Feature:stress monitor
Performance:good as adviertised
Product Quality:excellent

Compatible to IOS. Hope to use NFC overseas. Very helpful din yung sleep monitor. I love that it can control music > spotify even sa iphone. Pwede din shutter for photos and videos
https://cf.shopee.vn/file/ph-11134103-7rasa-m0x2rgyy9ypn3b
https://cf.shopee.vn/file/ph-11134103-7rasa-m0x2rgyy9ypn3b",5
k*****3,10/9/2024 15:50,"Product Quality:great products
Performance:good performance
Best Feature:aesthetic and practical

Thank you so much seller and shopee. Ganda talaga ng smart watches ng huawei. Will order again for sure.
https://cf.shopee.vn/file/ph-11134103-7rasf-m15sn72c9tnx40
https://cf.shopee.vn/file/ph-11134103-7rasf-m15sxupyu6j031
https://cf.shopee.vn/file/ph-11134103-7rasf-m15sn72c9tnx40
https://cf.shopee.vn/file/ph-11134103-7rasf-m15sxupyu6j031",5
d*****a,10/16/2024 4:26,"Product Quality:excellent
Best Feature:longer battery life
Performance:very good

very useful as you can check the time, answer calls, and monitor sports and health data. you can also change the straps or bands depending on your mood. it has longer battery life too. you dont need to chaege it daily. super fast delivery considering my address is outside metro manila. ordered on a sunday, received it on a tuesday. 3 days lead time
https://cf.shopee.vn/file/ph-11134103-7rasm-m1f457x84f7da0
https://cf.shopee.vn/file/ph-11134103-7rasl-m1f45zr5e7zz6c
https://cf.shopee.vn/file/ph-11134103-7rasm-m1f457x84f7da0
https://cf.shopee.vn/file/ph-11134103-7rasl-m1f45zr5e7zz6c",5
p*****n,10/17/2024 8:30,"The item was shipped and delivered on time. It was also well packed and no damages when received. It is also working as expected as well as the buttons and charging is also working. Super dali din iset up and ipersonalize with the health app.

I tried it muna before giving a feedback and so far so good, dumatkng sya na may battery life so I drained it muna and recharge it. I love that its battery doesn’t drain agad agad, it took me 6 days before sya malowbatt, from 100 to 15% in 6 days, and it charged so fast din, I think it depends sa adaptor na gamit, in my case I used my phones adaptor na 33w and 1hr of charging lang sya, I also tried charging it using the other adaptor that has lower W and matagal syang mag charge hehe so tip na gumamit ng hight W ng adaptor for fast charging. All in all Indeed a quality purchase. And perfect as gift.
https://cf.shopee.vn/file/ph-11134103-7rasl-m1gs138besoua7
https://cf.shopee.vn/file/ph-11134103-7rasf-m1gs138bg6lh4f
https://cf.shopee.vn/file/ph-11134103-7rasl-m1gs138besoua7
https://cf.shopee.vn/file/ph-11134103-7rasf-m1gs138bg6lh4f",5
kevinlomibao,11/10/2024 8:21,"Performance:bang for the buck
Product Quality:superb!
Best Feature:perfect for those who have active lifestyle

So eto na nga, I was supposed to buy the GT5 pro ng huawei din. So bago ako magorder sana, pumunta ako ng mall to check it personally. Okay na okay yung GT5 pro para sa mga super techy pero this one? Perfect talaga for me! Kasi nagagawa nya yung mga basic na kailangan ko like tracking my physical activities, shows notifications from my phone and syempre pinaka-importante may oras hahaha. So for me, okay na to para doon sa mga taong hindi naman kailangan ng sobrang daming features. Madali pang ikabit sa apple via its app. ANNNNNDDDD super battery life! Mag-one week na sakin pero di ko pa chinacharge! Samantalang yung apple watch and garmin ko wala pang 24hrs need na isaksak. Dabest!
https://cf.shopee.vn/file/ph-11134103-7rasi-m2f12tkfiweacf
https://cf.shopee.vn/file/ph-11134103-7rasj-m2f12tkfkayqe4
https://cf.shopee.vn/file/ph-11134103-7rasi-m2f12tkfiweacf
https://cf.shopee.vn/file/ph-11134103-7rasj-m2f12tkfkayqe4",5
c*****h,11/11/2024 1:40,"Product Quality:Good
Best Feature:fitness monitoring
Performance:Nice

So far no issues and battery will last for 5 to 6 days compared to apple watches. all features are what I need
https://cf.shopee.vn/file/ph-11134103-7rasb-m2g2aed6bzcs30
https://cf.shopee.vn/file/ph-11134103-7rasb-m2g2aed6bzcs30",5
iakosijepoy,11/30/2024 8:21,"Performance:10/10
Best Feature:Battery

I previously used huawei watch band 7 and the battery is superb and accurate sleep tracking. 10x better than my apple watch???? Fast delivery, within 24hrs.
https://cf.shopee.vn/file/ph-11134103-7rask-m37kt9zm445z1f
https://cf.shopee.vn/file/ph-11134103-7rasf-m37kt9zm44cace
https://cf.shopee.vn/file/ph-11134103-7rasg-m37kt9zmjkev7e
https://cf.shopee.vn/file/ph-11134103-7rash-m37kt9zw3pq2dc
https://cf.shopee.vn/file/ph-11134103-7rask-m37kt9zm445z1f
https://cf.shopee.vn/file/ph-11134103-7rasf-m37kt9zm44cace
https://cf.shopee.vn/file/ph-11134103-7rasg-m37kt9zmjkev7e
https://cf.shopee.vn/file/ph-11134103-7rash-m37kt9zw3pq2dc",5
j*****s,12/18/2024 10:02,"Performance:10/10
Product Quality:10/10

Worth the wait! Napakaganda nung watch and totoo nga na pwde sya ipangtapat sa apple watch.sobrang dami din ng features and ang angas pa ng porma
https://cf.shopee.vn/file/ph-11134103-7rasi-m3xd9bkcniun7c
https://cf.shopee.vn/file/ph-11134103-7rasc-m3xd9bk2nxcvad
https://cf.shopee.vn/file/ph-11134103-7rasg-m3xd9bkcniqncc
https://cf.shopee.vn/file/ph-11134103-7rasi-m3xd9bkcniun7c
https://cf.shopee.vn/file/ph-11134103-7rasc-m3xd9bk2nxcvad
https://cf.shopee.vn/file/ph-11134103-7rasg-m3xd9bkcniqncc",5
